2024-06-24 05:27:20,BTC/USD,buy,1,
2024-06-24 06:40:11,BTC/USD,sell,1,
2024-06-24 06:40:19,BTC/USD,sell,1,
2024-06-24 06:41:12,BTC/USD,sell,1,
2024-06-24 06:41:19,BTC/USD,sell,1,
2024-06-24 06:42:12,BTC/USD,sell,1,
2024-06-24 06:42:20,BTC/USD,sell,1,
2024-06-24 06:43:12,BTC/USD,sell,1,
2024-06-24 06:43:20,BTC/USD,sell,1,
2024-06-24 06:44:13,BTC/USD,sell,1,
2024-06-24 06:44:20,BTC/USD,sell,1,
2024-06-24 06:45:13,BTC/USD,buy,1,
2024-06-24 06:45:20,BTC/USD,buy,1,
2024-06-24 06:46:13,BTC/USD,buy,1,
2024-06-24 06:46:21,BTC/USD,buy,1,
2024-06-24 06:47:14,BTC/USD,buy,1,
2024-06-24 06:47:21,BTC/USD,buy,1,
2024-06-24 06:48:14,BTC/USD,buy,1,
2024-06-24 06:48:21,BTC/USD,buy,1,
2024-06-24 06:49:14,BTC/USD,sell,1,
2024-06-24 06:49:22,BTC/USD,sell,1,
2024-06-24 06:50:15,BTC/USD,sell,1,
2024-06-24 06:50:22,BTC/USD,sell,1,
2024-06-24 06:51:15,BTC/USD,sell,1,
2024-06-24 06:51:22,BTC/USD,sell,1,
2024-06-24 06:52:15,BTC/USD,sell,1,
2024-06-24 06:52:22,BTC/USD,sell,1,
2024-06-24 06:53:15,BTC/USD,buy,1,
2024-06-24 06:53:23,BTC/USD,buy,1,
2024-06-24 06:54:16,BTC/USD,sell,1,
2024-06-24 06:54:23,BTC/USD,sell,1,
2024-06-24 06:56:00,BTC/USD,sell,1,
2024-06-24 06:57:00,BTC/USD,buy,1,
2024-06-24 06:58:00,BTC/USD,buy,1,
2024-06-24 06:59:01,BTC/USD,buy,1,
2024-06-24 07:00:01,BTC/USD,buy,1,
2024-06-24 07:01:02,BTC/USD,sell,1,
2024-06-24 07:02:02,BTC/USD,sell,1,
2024-06-24 07:03:02,BTC/USD,sell,1,
2024-06-25 00:40:59,BTC/USD,sell,1,
2024-06-25 00:41:59,BTC/USD,sell,1,
2024-06-25 00:43:00,BTC/USD,buy,1,
2024-06-25 00:44:00,BTC/USD,buy,1,
2024-06-25 00:45:00,BTC/USD,buy,1,
2024-06-25 00:46:00,BTC/USD,buy,1,
2024-06-25 00:47:01,BTC/USD,buy,1,
2024-06-25 00:48:01,BTC/USD,buy,1,
2024-06-25 00:49:01,BTC/USD,buy,1,
2024-06-26 11:13:16,BTC/USD,buy,1,
2024-06-26 11:14:16,BTC/USD,buy,1,
2024-06-26 11:15:16,BTC/USD,buy,1,
2024-06-26 11:16:16,BTC/USD,sell,1,
2024-06-26 11:17:17,BTC/USD,sell,1,
2024-06-26 11:18:17,BTC/USD,sell,1,
2024-06-26 11:19:17,BTC/USD,sell,1,
2024-06-26 11:20:18,BTC/USD,sell,1,
2024-06-26 11:21:18,BTC/USD,sell,1,
2024-06-26 11:22:18,BTC/USD,sell,1,
2024-06-26 11:23:18,BTC/USD,sell,1,
2024-06-26 11:24:19,BTC/USD,sell,1,
2024-06-26 11:25:19,BTC/USD,sell,1,
2024-06-26 11:26:19,BTC/USD,sell,1,
2024-06-26 11:27:20,BTC/USD,sell,1,
2024-06-26 11:28:20,BTC/USD,sell,1,
2024-06-26 11:29:20,BTC/USD,sell,1,
2024-06-26 11:30:21,BTC/USD,sell,1,
2024-06-26 11:31:21,BTC/USD,buy,1,
2024-06-26 11:32:21,BTC/USD,sell,1,
2024-06-26 11:33:21,BTC/USD,sell,1,
2024-06-26 11:34:22,BTC/USD,sell,1,
2024-06-26 11:35:22,BTC/USD,buy,1,
2024-06-26 11:36:22,BTC/USD,sell,1,
2024-06-26 11:37:22,BTC/USD,buy,1,
2024-06-26 11:38:23,BTC/USD,sell,1,
2024-06-26 11:39:23,BTC/USD,sell,1,
2024-06-26 11:40:23,BTC/USD,sell,1,
2024-06-26 11:41:24,BTC/USD,buy,1,
2024-06-26 11:42:24,BTC/USD,sell,1,
2024-06-26 11:43:24,BTC/USD,sell,1,
2024-06-26 11:44:24,BTC/USD,sell,1,
2024-06-26 11:45:25,BTC/USD,buy,1,
2024-06-26 11:46:25,BTC/USD,buy,1,
2024-06-26 11:47:25,BTC/USD,buy,1,
2024-06-26 11:48:25,BTC/USD,buy,1,
2024-06-26 11:49:26,BTC/USD,sell,1,
2024-06-26 11:50:26,BTC/USD,sell,1,
2024-06-26 11:51:26,BTC/USD,sell,1,
2024-06-26 11:52:27,BTC/USD,sell,1,
2024-06-26 11:53:27,BTC/USD,sell,1,
2024-06-26 11:54:27,BTC/USD,buy,1,
2024-06-26 11:55:27,BTC/USD,sell,1,
2024-06-26 11:56:28,BTC/USD,buy,1,
2024-06-26 11:57:28,BTC/USD,sell,1,
2024-06-26 11:58:28,BTC/USD,buy,1,
2024-06-26 11:59:29,BTC/USD,buy,1,
2024-06-26 12:00:29,BTC/USD,buy,1,
2024-06-26 12:01:29,BTC/USD,buy,1,
2024-06-26 12:02:29,BTC/USD,buy,1,
2024-06-26 12:03:30,BTC/USD,buy,1,
2024-06-26 12:04:30,BTC/USD,buy,1,
2024-06-26 12:05:30,BTC/USD,sell,1,
2024-06-26 12:06:30,BTC/USD,sell,1,
2024-06-26 12:07:31,BTC/USD,buy,1,
2024-06-26 12:08:31,BTC/USD,sell,1,
2024-06-26 12:09:31,BTC/USD,buy,1,
2024-06-26 12:10:32,BTC/USD,buy,1,
2024-06-26 12:11:32,BTC/USD,sell,1,
2024-06-26 12:12:32,BTC/USD,buy,1,
2024-06-26 12:13:32,BTC/USD,sell,1,
2024-06-26 12:14:33,BTC/USD,sell,1,
2024-06-26 12:15:33,BTC/USD,buy,1,
2024-06-26 12:16:33,BTC/USD,sell,1,
2024-06-26 12:17:34,BTC/USD,sell,1,
2024-06-26 12:18:34,BTC/USD,sell,1,
2024-06-26 12:19:34,BTC/USD,buy,1,
2024-06-26 12:20:35,BTC/USD,buy,1,
2024-06-26 12:21:35,BTC/USD,sell,1,
2024-06-26 12:22:35,BTC/USD,sell,1,
2024-06-26 12:23:35,BTC/USD,sell,1,
2024-06-26 12:24:36,BTC/USD,sell,1,
2024-06-26 12:25:36,BTC/USD,buy,1,
2024-06-26 12:26:36,BTC/USD,sell,1,
2024-06-26 12:27:37,BTC/USD,sell,1,
2024-06-26 12:28:37,BTC/USD,sell,1,
2024-06-26 17:06:55,BTC/USD,sell,1,
2024-06-26 17:07:55,BTC/USD,sell,1,
2024-06-26 17:08:56,BTC/USD,sell,1,
2024-06-26 17:09:56,BTC/USD,buy,1,
2024-06-26 17:10:56,BTC/USD,sell,1,
2024-06-26 17:11:57,BTC/USD,buy,1,
2024-06-26 17:12:57,BTC/USD,sell,1,
2024-06-26 17:13:57,BTC/USD,buy,1,
2024-06-26 17:14:57,BTC/USD,sell,1,
2024-06-26 17:15:58,BTC/USD,buy,1,
2024-06-26 17:16:58,BTC/USD,buy,1,
2024-06-26 17:17:58,BTC/USD,sell,1,
2024-06-26 17:18:59,BTC/USD,sell,1,
2024-06-26 17:19:59,BTC/USD,sell,1,
2024-06-26 17:20:59,BTC/USD,sell,1,
2024-06-26 17:22:00,BTC/USD,buy,1,
2024-06-26 17:23:00,BTC/USD,buy,1,
2024-06-26 17:24:00,BTC/USD,buy,1,
2024-06-26 17:25:00,BTC/USD,buy,1,
2024-06-26 17:26:01,BTC/USD,buy,1,
2024-06-26 17:27:01,BTC/USD,buy,1,
2024-06-26 17:28:01,BTC/USD,buy,1,
2024-06-26 17:29:02,BTC/USD,buy,1,
2024-06-26 17:30:02,BTC/USD,buy,1,
2024-06-26 17:31:02,BTC/USD,buy,1,
2024-06-26 17:32:02,BTC/USD,buy,1,
2024-06-26 17:33:03,BTC/USD,buy,1,
2024-06-26 17:34:03,BTC/USD,sell,1,
2024-06-26 17:35:03,BTC/USD,sell,1,
2024-06-26 17:36:04,BTC/USD,sell,1,
2024-06-26 17:37:04,BTC/USD,sell,1,
2024-06-26 17:38:04,BTC/USD,sell,1,
2024-06-26 17:39:04,BTC/USD,sell,1,
2024-06-26 17:40:05,BTC/USD,sell,1,
2024-06-26 17:41:05,BTC/USD,sell,1,
2024-06-26 17:42:05,BTC/USD,buy,1,
2024-06-26 17:43:06,BTC/USD,buy,1,
2024-06-26 17:44:06,BTC/USD,buy,1,
2024-06-26 17:45:06,BTC/USD,buy,1,
2024-06-26 17:46:06,BTC/USD,buy,1,
2024-06-26 17:47:07,BTC/USD,buy,1,
2024-06-26 17:48:07,BTC/USD,buy,1,
2024-06-26 17:49:07,BTC/USD,sell,1,
2024-06-26 17:50:08,BTC/USD,buy,1,
2024-06-26 17:51:08,BTC/USD,buy,1,
2024-06-26 17:52:08,BTC/USD,buy,1,
2024-06-26 17:53:09,BTC/USD,buy,1,
2024-06-26 17:54:09,BTC/USD,sell,1,
2024-06-26 17:55:09,BTC/USD,buy,1,
2024-06-26 17:56:09,BTC/USD,sell,1,
2024-06-26 17:57:10,BTC/USD,buy,1,
2024-06-26 17:58:10,BTC/USD,buy,1,
2024-06-26 17:59:10,BTC/USD,buy,1,
2024-06-26 18:00:11,BTC/USD,buy,1,
2024-06-26 18:01:11,BTC/USD,sell,1,
2024-06-26 18:02:11,BTC/USD,sell,1,
2024-06-26 18:03:11,BTC/USD,sell,1,
2024-06-26 18:04:12,BTC/USD,buy,1,
2024-06-26 18:05:12,BTC/USD,buy,1,
2024-06-26 18:06:12,BTC/USD,sell,1,
2024-06-26 18:07:13,BTC/USD,sell,1,
2024-06-26 18:08:13,BTC/USD,sell,1,
2024-06-26 18:09:13,BTC/USD,buy,1,
2024-06-26 18:10:13,BTC/USD,sell,1,
2024-06-26 18:11:14,BTC/USD,sell,1,
2024-06-26 18:12:14,BTC/USD,sell,1,
2024-06-26 18:13:14,BTC/USD,sell,1,
2024-06-26 18:14:15,BTC/USD,sell,1,
2024-06-26 18:15:15,BTC/USD,buy,1,
2024-06-26 18:16:15,BTC/USD,sell,1,
2024-06-26 18:17:15,BTC/USD,buy,1,
2024-06-26 18:18:16,BTC/USD,sell,1,
2024-06-26 18:19:16,BTC/USD,buy,1,
2024-06-26 18:20:16,BTC/USD,buy,1,
2024-06-26 18:21:17,BTC/USD,sell,1,
2024-06-26 18:22:17,BTC/USD,buy,1,
2024-06-26 18:23:17,BTC/USD,buy,1,
2024-06-26 18:24:18,BTC/USD,buy,1,
2024-06-26 18:25:18,BTC/USD,sell,1,
2024-06-26 18:26:18,BTC/USD,buy,1,
2024-06-28 03:47:00,BTC/USD,buy,1,
2024-06-28 06:42:16,BTC/USD,buy,1,
